example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
118078,6 dining chairs,4845,B084DX126T,us,E,1,1,train,"Roundhill Furniture Aneta Antique Black Finished Wood Dining Set, Table with Six Chairs, Tan",,"Table is made with select veneer and solids in a dry vintage weathered finish. Chic and contemporary style, sleek rectangular shape with foot rest
Set includes one table and six chairs. The dining chair is upholstered in soft solid color fabric with solid wood frame, perfectly accented with button tufting
Comfortably seats 6 people. The seat and back of the chair are padded and button Tufted. The durable wooden legs are finished in distressed black color to match the style. Some assembly required, all parts and instructions included
Dimensions: Table: 64""W x 38""D x 30""H. Chair: 18"" W x 26"" D x 39. 2"" H; Seat Height 19""; apron Height 6. 5""; apron to floor 12. 5""
Photo may slightly different from actual item in terms of color due to the lighting during photo shooting or the monitor's display",Roundhill Furniture,Tan
118079,6 dining chairs,4845,B08JJ4HWWB,us,E,1,1,train,"Dining Chairs Set of 6,Modern Indoor Kitchen Chairs,Sturdy Chrome Chair Legs and Faux Leather,Ergonomic Design Dining Room Chairs with High Back Soft Padded for Home Kitchen Apartment(6 White Chairs)","<B>Dining chairs soft padded seat and high back, footrest support and metal sled base in chrome finish.</B></P> <B>Features:</B><BR> ❤PU leather upholstered high back and seat<BR> ❤Streamlined and contemporary touch<BR> ❤Versatile styling allows for an easy compliment to any table<BR> ❤Stylish cantilever design with durable, solid chrome Legs<BR> ❤Plastic protectors to protect your hardwood floors or carpets<BR> ❤Easy to clean with damp cloth , and dry it with a dry one<BR> ❤One step to complete the installation within 10 minutes</P> <B>Product Specification:</B><BR> ★Color: White Black Sides<BR> ★Chair Dimensions: W 16.5""x D 16.9""x H 39.8""<BR> ★Floor to Seat Height: 18.9""<BR> ★Seat Width&Depth: 16.5""x 16.9""<BR> ★Seat Pad Thickness: 2.36""<BR> ★Materials: Faux Leather, Chrome Metal<BR> ★Weight: 15.4lbs/Chair<BR> ★Weight Capacity: 250lbs<BR> ★Package Included: 6 Chairs and Installation instructions & fittings</P> <B>Warm Tips:</B><BR> ✔1.We will send the items separately to you by FedEx or UPS in 3-7 business days after you placed the order. You will receive 3 box. Usually they arrive together but it depends on the carrier.<BR> If you find the items are damaged or have any problems, please do not worry and contact me in time and I will help you with free replacement or full refund.<BR> ✔ 2.A wrong way of installation may cause item's instability, please read the installation instruction carefully before installation or contact the customer service for advice.<BR> ✔3.The digital images we display have the most accurate color possible. However, due to differences in computer monitors, we cannot be responsible for variations in color between the actual product and your screen.","Multifunction – The stools have softer and thicker padded seat and back with an ergonomic shape, armless design allowing more space to sit.Dining chairs set of 6 are suitable for kitchen, living room, office, coffee, patio etc.
Comfortable Dining Chairs - A stunning alternative to traditional dining chairs, are easy to care and clean.Kitchen chairs designed with padded faux leather cushion, unique crooked metal leg and bottom leg is equipped with an anti-scratches and anti-noise pad to protect your floor.
Easy to Assemble - Kitchen chairs come with two parts (seat and the back), you need to screw them together, all the screws and tool are included in the package. Normally the installment can be finished in 20 minutes. 6chairs are packed in 3 box.
Sturdy and Durability - Modern Mid Century side chairs Metal Chrome Cantilever Base Provides Excellent Stability.Maximum weight capacity: 250 lbs.Dining chair Size: W 16.5""x D 16.9""x H 39.8"", seat height 18.9"", weight 15.4lbs/Chair.
Satisfied Customer Service - We provide 60 days return, 6 months money back, 12 months replacement repairing. Shipping from US, Delivered in 3-7 business days by UPS or Fedex. All customer messages and emails will be responded in time.",Bacyion,White
118083,6 dining chairs,4845,B00STRXIOG,us,E,1,1,train,Dining Chair Assembly - 2 Chairs,"Hire a local pro through Amazon to assemble one or more dining chairs, and get great service backed by our Happiness Guarantee.","Assembly of 2 customer-supplied chairs per product instructions
Product should be in the room where it is to be assembled before provider arrives. Moving product after assembly is not included
Cleanup work area. Take packaging to customer's bins unless customer declines
Products requiring additional work may result in an updated estimate from provider
This service does not include haul-away of products or trash",Amazon Home Services,
118084,6 dining chairs,4845,B01GOM6OUM,us,E,1,1,train,Inspirer Studio Set of 6 New 17 inch SeatDepth Eiffel Style Side Chair with Natural Wood Legs Eiffel Chair Shell Top Chairs,"<b>This classic side chair is a clever configuration enlivened by a notable assembling methodology of the 1950s and 1960s.</b> <br>The first was conceived out of mechanical headways that permitted a seat to be developed out of a solitary mold of fiberglass. With the first shape no more underway, today's originators have enhanced this procedure significantly further, bringing about an agreeable, classy, lightweight seat. Supplanting fiberglass with more Eco-accommodating polypropylene, the ebb and flow cycle takes this mind blowing plan and makes it available and present day, emphasizing a smooth polypropylene situate that forms to your body. This seat is likewise one of our most adaptable pieces, fitting in at the dinner table, office conference table, or anyplace else you're looking to include some seating.<br><br> <b>Product Features:</b><br><br> -- Maximum holding weight: 135KG/295 lbs;<br><br> -- Back cannot be tilted;<br><br> -- Side Chair with good design and function, extremely sturdy,easy to clean and durable;<br><br> -- Thick material for superior comfort;<br><br> -- Easily self-assembled is required,easy to follow instructions,only took about four or five minutes for each chair;<br><br> -- Dining Chair with Fashion Design, Simple, practical.<br><br> <b>Package Includes:</b><br><br> * Chair cover and legs<br><br> * Screw and washers<br><br> * Instruction for installation<br><br> For part missing or damaged,we offer a new one or replacement for free,just contact us!<br><br> <b>NOTE:To make sure the chair height would fit,please check the dimension carefully before place an order,you could measure your desk or compare to your old chairs.Thanks!</b><br>Please Bear in Mind That Photo May Slightly Different From Actual Item in Terms of Color Due to the Lighting During Photo Shooting or the Monitor's Display.","Free ship from Canada, no tax and duty need to pay!
New 17 inch Seat Depth, More comfortable, unique in the market! Ergonomically shaped & comfortable curved seating - Great for Home, Office, Nurseries, Parties, Banquets,Bar and Cafe. Heavy-duty molded seat, 15% heavier than other cheap made similar products. Support up to 300 lbs. Matte finished surface with UV protection treatment .
Dimension: 18W x 20D x 33H x 17 Seat height x innovated 17 Seat Depth
Very easy to assemble - Just follow the instruction with the package.
Straight wooden dowel legs with floor protectors for hardwood floor",Inspirer Studio,Black
118087,6 dining chairs,4845,B071QXXTV6,us,E,1,1,train,"HomePop Parsons Classic Upholstered Accent Dining Chair, Set of 2, Pewter Grey and Lattice Cream",,"DINING CHAIRS: Available in a number of classic fabrics our elegantly upholstered dining chairs are a statement that would perfect just about any dining room set of furniture
MODERN CHAIR: Our dining room decor are both stylish and durable for a lavish design that’s built to last | Created with premium easy-to-care-for fabric woven in 100% cotton and combined with wood legs in a striking ebony black finish
ROOM FURNITURE: Our dining chairs set of 2 provide extra seating for either your dining set or in some cases living room furniture assemble | Our comfortable chair with it's modern design works in most homes adding a decorative accent to any room for a luxurious statement
SITTING CHAIR: Super easy to clean our dining room chairs can be spot wiped using a soft dry cloth | Support a weight capacity of up to 250lbs
KITCHEN & DINING ROOM CHAIRS DIMENSIONS: 19"" L x 23.5"" W x 38"" H",HomePop,Pewter Grey and Lattice Cream
118089,6 dining chairs,4845,B078WZLFHG,us,E,1,1,train,"Signature Design by Ashley Porter Dining Room Chair, Rustic Brown",,"DINING ROOM SIDE CHAIRS: Embrace classic style with these tufted chairs, which accentuate your dining area with traditional flair. You'll love how it's equal parts elegant and charming
HANDSOMELY CRAFTED: Made of wood and manmade wood. Designed with a cushioned back and seat wrapped in polyester upholstery
HAND FINISHED: Built with unparalleled attention to detail, you'll love how the tufted back cushion brings an upscale side to dinner that's still delightfully trendy and approachable for guests
SET OF 2: Each chair measures 20.75"" W x 28"" D x 40.75"" H. Great for an eat-in kitchen or apartment space
ASSEMBLY REQUIRED: Easy-to-follow instructions, tools and hardware included. Matching table, bar stools and server available, sold separately",Signature Design by Ashley,Rustic Brown
118091,6 dining chairs,4845,B07DRF78SN,us,E,1,1,train,"IDS Home Dining Room Chair for Kitchen, Mid Century Modern Accent Armless Side Fabric Chair, Upholstered Cover with Metal Legs Set of 4/6 (Set of 6, Black)",,"Modern Dining Chairs Set with Easy Assemble Work: Max Weight Capacity:250 pounds; our dining room chairs are packed with detailed instruction paper and necessary tools
Mid Century Armless Dining Chairs with Metal Legs: The chair legs are wood finish on the black metal tube surface
Wide Applications: eames style modern dining chairs,best chairs for Living Rooms, Dining Rooms,Bedrooms,Offices,Waiting Areas, Parties, Banquets, and any other public place
PROTECTING RUBBER RING: at the bottom of legs, we match with the noiseproof and wear resistant rubber ring to protect your floor from scratch",IDS Home,Black
118093,6 dining chairs,4845,B07DK2JK2T,us,E,1,1,train,Upholstered Dining Chairs Padded Parson Chair with Silver Nails and Solid Wood Legs Set of 4 (Gray),"<p>Color:Gray   </p> <p>       </p> <p><b>    Description:</b></p> <p>        This brand new GOTMINSI dining chairs bring elegant simplicity to your home. </p> <p>        The chair cushion is decorated with silver nail, matching with elegant beige fabric.  There is comfort seating and silver nailhead detail.</p> <p>        The soft fabric of the upholstered seat along with the silver nails make this a remarkable seating solution for your home.</p> <p>        Let's imagine such a picture in your home，  your breakfast table is around our chair , or  your dining room table .welcoming environment for your guests.</p> <p><b>    Dimension:</b></p> <ul> <li>Seat dimension: 19"" (H)x 17.7""(W)x 17.1""(D)</li> <li>Overall Height: 37.8""   </li> <li>More details look at the picture with detailed size</li> </ul> <p><i>Notice: Items may slightly different from photo in terms of color due to the lighting during photo shooting or the monitor's display.</i></p>","Sold as a set of 4 dining chairs - elegant, classic upholstered leisure chairs. Silver nailhead detail provides eye catching detail
Thick and soft seat cushion for comfort seating; Sturdy wood frame with high quality wood legs for upgraded stability
Assembly required, comes with instruction and tools
Overall Dimension: 37.8""(H) x 26.4"" (D)x 18""(W); Back Dimension: 21.3""(L) x 15""(W); Seat Dimension: 19"" (H)x 17.7""(W)x 17.1""(D)
Elegant design of this chair can match perfectly with any decor theme, dining room;living room; study and café",GOTMINSI,4 Gray
118094,6 dining chairs,4845,B07TZNFWCL,us,E,1,1,train,Set of 6 Chairs for Dining Room Mid Century Modern Fabric Upholstered Dining Chairs,,"Set of 6 urban style fabric dining chairs, Color: Grey
Overall Dimensions: 21.5""D×17""W×35""H, Details size shown in the picture
Sturdy wood frame and black wood legs, Weight capacity: 250lbs
Easy assembly required, comes with instruction and tools
High quality fabric cover can be spot cleaned",thksbought,Set of 6 Gray
118095,6 dining chairs,4845,B07TRM7P5D,us,E,1,1,train,"ZENY Leather Dining Chairs with Wood Legs Chair Urban Style, Set of 6","<br><br><b>Features</b>: <br>The dining chairs with PU CUSHION and BACK:The seat and back are padded with high-density foam for great comfortable feeling. <br>This ZENY dining chairs are Personality, mid-century modern sensibility dining chairs,Such a dining cahirs with ergonomically designed. <br> Wearproof and dirty proof thick padding PU dining chairs seat and dining chairs back, which is very easy to clean. <br> The armless chairs work well in a dining room or eat-in kitchen or next to a desk in an office <br>The dining cahirs with Leg made of pine wood.Solid and you can use the dining chairs for you very long time.The legs with regulator make your dining chairs in good balance. <br><br><b>Specifications</b>: <br>Dimension: 23"" X 16.5"" W X 36"" H <br>Seat Cushion dimension: 17"" L X 16.5"" W X 18"" H <br>Legs:Pine Wood in Dark Finishing <br>Color: Brown <br>Some assembly required, Instruction & hardwares are inclused in the box","Sturdy Support Frame ---- Manufactured with a sturdy pine wood frame for optimum support and stability while seated
Built for Comfort ---- The high sloped back and arched seat provide heightened support and feature double foam cushioning with reinforced spring support.It is comfortable.
Excellent Design---- Brown Blended Leatherette, durable, easy to clean and elegant look with modern sense. The armless chairs work well in a dining room or eat-in kitchen or next to a desk in an office
Easy to Assemble ----Some assembly required, Instruction & hardwares are inclused in the box.
Overall dimensions ---- Dimension: 23"" X 16.5"" W X 36"" H , Seat Cushion dimension: 17"" L X 16.5"" W X 18"" H. Warm Note: 1.When assembling, tighten the screw 90% is OK so that the chair won't wabbly. 2. Any damaged when you received, please provide us the damaged picture, we will resend or refund it immediately.",ZENY,Brown
118096,6 dining chairs,4845,B07WMQ1V7V,us,E,1,1,train,Homy Grigio Aristocratic Style Dining Chair Noble and Elegant Solid Wood Tufted Dining Chair Dining Room Chair (Set of 6 Charcoal),"<b>Description:</b> <br>Treat your living space to a fresh and elegant upgrade with this set of eight dining chairs. Lean against the tall backs and relax as you linger over dessert and coffee. The classic armless design makes it easy to maneuver in and out of the chairs and transport from room to room when entertaining guests. <br><b>Features: </b> <br>Material: Upholstery material and solid wood legs <br>Easy to clean and easy to assemble <br>Overall Dimension: 16.3'"" W x 18.1"" D x 37.5"" H <br>Weight capacity: 300 lbs <br>More details look at the picture with detailed size <br> <br>Notice: Items may slightly different from photo in terms of color due to the lighting during photo shooting or the monitor's display.","【More balance】The dining chairs are designed with heavy-duty hardwood frame for optimum support.Solid and you can use the dining chairs for you very long time.
【Good protection of your floor】Plastic feet on legs to prevent the floor from scratching.
【Easy to assemble】About this dining chairs .This dining chairs came with all the tools necessary.You only need to take about 10-15 minutes to assemble each dining chairs.
【Comfortable and Elegant】 This dining chairs are Personality,Comfortable and Elegant.Comfortably lounge on the firm cushioning throughout and the high density foam padded seat with inner spring reinforcement
Photo May Slightly Different From Actual Item in Terms of Color Due to the Lighting During Photo Shooting or the Monitor's Display. 【They will be sent in two packages. 】",Homy Grigio,Charcoal
118098,6 dining chairs,4845,B07HH3K4SK,us,E,1,1,train,"Giantex Set of 6 Modern Dining Chairs w/Plastic Feet Pads Stackable Chair Geometric Style Furniture Dining Side Chairs (6 Packs, White)",,"❇️【Contemporary Caved Patten】Cut-out tree design, premium iron construction, simple and elegant, perfect for Indoor and outdoor use. It's simple and modern design could suit for different decor style.
❇️【Stackable and Practical Birds Nest Dining Chair】These chairs are stackable and lightweight for easy transport and storage. The chair's contoured seat offers comfort and supports up to 264 lbs. And the structure follows the scientific principle and is strong enough to hold various things. It's sturdy and solid for long time and durable usage.
❇️【Versatility Multi-function】Popularly used around the dining table, outdoor patio or backyard events, stencil enhances the dining experience both inside and out. It's versatility multi-function could make this dining chair set has flexible and practical usage.
❇️【Easy to Assemble】This product has straight forward illustrations and descriptions. Every screw and pin has its own code and it's easy to understand the assemble progress. It won't take you much time and could save your energy.
❇️【Perfect Detail Workmanship】High quality iron wire connecting procedure which could make this chair set more durable and solid. Mature process make this item looks like more delicate and beautiful. And we would try our best to give you satisfied shopping experience, if there is quality, we would make best solution to solve the problem.",Giantex,White
138903,a intex pool pump,5837,B07HB58FF6,us,E,1,1,train,Intex Krystal Clear 530 GPH Pool Cartridge Pump & Filter Replacement Cartridges,"28603EG Just relax in your pool, and let the **Intex 530 GPH Filter Pump** take care of the filtration. This cartridge filter pump is the best little work horse you'll find to keep your pool sparking clean. Designed for all 8', 10' and 12' Intex Above Ground Pools, it's also great for Sand n Sun, Aqua Leisure and other pools with 1.25"" diameter hose connections. The GFCI (ground fault circuit interrupter) feature on the 530 GPH pump provides additional safety and protection. Your pump will shut off automatically if the electrical current is exposed to water. Please note, the previous Intex model 58603E does not include this additional feature.29002E Buy together and save **Intex Easy Set Pool Type A or C Filter Cartridge Twin Pack**. Give your Intex pool it's best performance by using genuine Intex brand, easy to clean, Dacron filter material. Brand new from Intex shrink wrapped with original litho labels. Replace your filter cartridge as often as every two weeks to maximize your pool's sparkle! For the 500, 530, 800, 1000 & 1500 gal/hr filter pumps models 28603EG, 28637EG, 28635EG, 28671EG, 58603E, 58604E, 56635E, 56636E, 56637E, 56638E & 58623 Intex filter pumps or ""Krystal Clear"" filter pumps models 02 & 12R.","Intex Krystal Clear 530 GPH Easy Set Pool Cartridge Filter Pump
**Intex 530 GPH Filter Pump**
Quick and easy installation connect the hoses and plug the pump into a 110 120V power outlet
Filters up to 530 gallons (2006L) of water per hour
The **Intex 530 GPH Filter Pump** complete pump system includes:",Intex,
138904,a intex pool pump,5837,B07F3RXVBC,us,E,1,1,train,"Intex 26645EG Krystal Clear Sand Filter Pump for Above Ground Pools, 12-inch",,"110-120V 2,100 GPH Sand Filter Pump
System flow rate of 1,600 GPH
6 function control - enables pool owner to filter, backwash, rinse, recirculate, drain & close system
24 hour automatic timer
GFCI unit safety shutoff",Intex,light grey
138908,a intex pool pump,5837,B00PHWUK2O,us,E,1,1,train,"Intex Krystal Clear Cartridge Filter Pump for Above Ground Pools, 330 GPH Pump Flow Rate, 110-120V with GFCI",,"This Krystal Clear Cartridge Filter Pump by Intex is hassle free, and easy to install- simply hook-up the hoses
Release the air trapped inside the filter chamber with the air release valve, and plug the pump in for fresh, clean, filtered pool water
Equipped with the ground fault circuit interrupter, an added safety feature that shuts off the pump If electrical current is exposed to water
This system has a flow rate of 300 GPH and a pump flow Rate of 330 GPH
Compatible with Intex pools up to 2,400 gallons with 1.25-inch diameter hose fittings",Intex,Multi
138911,a intex pool pump,5837,B005QIYMNM,us,E,1,1,train,"Intex 28633EG Krystal Clear Cartridge Filter Pump for Above Ground Pools, 2500 GPH Pump Flow Rate, 110-120V with GFCI, system flow rate of 1,900 gallons per hour",,"FILTER PUMP: The Intex Krystal Clear filter pump with Hydro Aeration Technology improves circulation and filtration, improves water clarity, and increased negative ions in the water. The pump runs on 110-120V and weighs 24.2 pounds.
COMPATIBLE: The Intex pump is compatible with pools up to 15,200 gallons with 1.25-inch diameter hose fittings. The easy-to-clean and replaceable 29000E Type B filter is included.
FEATURES: Pump is double insulated and has a sediment flush and air release valves. With a built-in ground fault circuit, interpreter and strainer basket included on pump prolongs the life of the pump and is easy to clean; Features an automatic timer with preset 2 to 12-hour cycles
FLOW RATE: Features a pump capacity of 2,500 GPH and system flow rate of 1,900 GPH, ideal for above ground pools and the heavy-duty tank is made of durable plastic.
PRODUCT INFO: The set includes 2 1.25-inch hoses, 1 29005E type B filter cartridge, 1 inlet strainer, and 1 output strainer. Pump meets UL/CSA standards.",Intex,Gray
138912,a intex pool pump,5837,B005QIYM6E,us,E,1,1,train,"Intex 28635EG Krystal Clear Cartridge Filter Pump for Above Ground Pools, 1500 GPH Pump Flow Rate, 110-120V with GFCI",,"Specially designed for above ground pools. Compatible with 15 feet Easy Set Pool, 14 feet, 15 feet Frame Pool, 16 feet x 8 feet Prism Frame Rectangular Pool
Easy installation – just attach hoses and plug in (partial assembly required).
System flow Rate: 1, 180 GPH (2, 839 LPH). pump flow Rate: 1, 500 GPH (3, 785 LPH)
Double insulated pump. Auto timer with preset 2 to 12 hour cycles.
Air release valve for air trapper inside filter chamber. Sediment flush valve.",Intex,Gray
138913,a intex pool pump,5837,B005QIYL7E,us,E,1,1,train,"Intex Krystal Clear Cartridge Filter Pump for Above Ground Pools, 1000 GPH Pump Flow Rate, 110-120V with GFCI",,"Easy to use - simply replace the old cartridge with a new one every two weeks, Double insulated pump
The number on the actual item seen in the image is 637R, is the component part number that corresponds to the individual part for the system and this does not pertain to the model # 56637EG.
Air release valve for air trapped inside filter chamber.we do not suggest operating the pump for more than 8 hours per day
Suitable for Intex pools up to 6,000 gal with 1.25in (32mm) diameter hose fitting
Works with 15-feet Easy Set, 15-feet Metal Frame, or 18-feet by 10-feet Oval Frame pools. the hoses are 1-1/4 so if you need 1-1/2 you need an adapter.",Intex,Gray
